,Column1,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
404,24354,"{'id': 27053, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27053.json'}",ܐܘܢܘܣ ܣܠܝܢܛܝܣ,"{'Greek': ['οἷνος σελινίτης'], 'English': ['wine flavored with celery']}",{'Greek': ['σελινίτης']},,"[{'id': 53427, 'uri': 'https://sedra.bethmardutho.org/api/word/53427.json'}]",noun,,Greek,σελινίτης
405,24355,"{'id': 27054, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27054.json'}",ܐܘܢܘܣ ܣܩܐܡܘܢܛܝܣ,"{'Greek': ['οἷνος σκαμμωνίτης'], 'English': ['wine flavored with scammony']}",{'Greek': ['σκαμμωνία']},,"[{'id': 48851, 'uri': 'https://sedra.bethmardutho.org/api/word/48851.json'}, {'id': 53428, 'uri': 'https://sedra.bethmardutho.org/api/word/53428.json'}]",noun,,Greek,σκαμμωνία
406,24356,"{'id': 27055, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27055.json'}",ܐܘܢܘܣ ܣܩܝܠܠܝܛܝܩܘܣ,"{'Greek': ['οἷνος σκιλλητικός'], 'English': ['wine flavored with squills']}",{'Greek': ['σκιλλιτικός']},,"[{'id': 48823, 'uri': 'https://sedra.bethmardutho.org/api/word/48823.json'}, {'id': 53429, 'uri': 'https://sedra.bethmardutho.org/api/word/53429.json'}]",noun,,Greek,σκιλλιτικός
407,24357,"{'id': 27056, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27056.json'}",ܐܘܢܘܣ ܦܐܢܐܩܝܛܝܣ,"{'Greek': ['οἷνος πανακίτης'], 'English': ['wine prepared with πάνακες (Ferulago galbanifera)']}",{'Greek': ['πανακής']},,"[{'id': 48843, 'uri': 'https://sedra.bethmardutho.org/api/word/48843.json'}, {'id': 53430, 'uri': 'https://sedra.bethmardutho.org/api/word/53430.json'}]",noun,,Greek,πανακής
408,24358,"{'id': 27057, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27057.json'}",ܐܘܢܘܣ ܦܝܣܣܝܛܝܣ,"{'Greek': ['οἷνος πισσίτης'], 'English': ['wine flavored with pitch']}",{'Greek': ['πισσίτης']},,"[{'id': 53431, 'uri': 'https://sedra.bethmardutho.org/api/word/53431.json'}]",noun,,Greek,πισσίτης
409,24359,"{'id': 27058, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27058.json'}",ܐܘܢܘܣ ܦܪܐܣܝܛܝܣ,"{'Greek': ['οἷνος πρασίτης'], 'English': ['wine flavored with horehound']}",{'Greek': ['πρασίτης']},,"[{'id': 53432, 'uri': 'https://sedra.bethmardutho.org/api/word/53432.json'}]",noun,,Greek,πρασίτης
410,24360,"{'id': 27059, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27059.json'}",ܐܘܢܘܣ ܦܬܪܝܘܣ,"{'Greek': ['οἷνος φθόριος'], 'English': ['destructive wine']}",{'Greek': ['φθόριος']},,"[{'id': 48847, 'uri': 'https://sedra.bethmardutho.org/api/word/48847.json'}, {'id': 53433, 'uri': 'https://sedra.bethmardutho.org/api/word/53433.json'}]",noun,,Greek,φθόριος
411,24361,"{'id': 27060, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27060.json'}",ܐܘܢܘܣ ܩܐܛܐܪܪܝܩܘܣ,"{'Greek': ['οἷνος καταρροικός'], 'English': ['wine for catarrh']}",{'Greek': ['καταρροϊκός']},,"[{'id': 53434, 'uri': 'https://sedra.bethmardutho.org/api/word/53434.json'}]",adjective,,Greek,καταρροϊκός
412,24362,"{'id': 27061, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27061.json'}",ܐܘܢܘܣ ܩܐܠܐܡܝܢܝܬܝܛܘܣ,"{'Greek': ['οἷνος καλαμινθίτης'], 'English': ['wine flavored with mint']}",{'Greek': ['καλαμινθίτης']},,"[{'id': 53435, 'uri': 'https://sedra.bethmardutho.org/api/word/53435.json'}]",noun,,Greek,καλαμινθίτης
413,24363,"{'id': 27062, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27062.json'}",ܐܘܢܘܣ ܩܗܕܪܝܢܘܣ,"{'Greek': ['οἷνος κέδρινος'], 'English': ['wine made from the oil of the Syrian cedar']}",{'Greek': ['κέδρινος']},,"[{'id': 48825, 'uri': 'https://sedra.bethmardutho.org/api/word/48825.json'}, {'id': 53436, 'uri': 'https://sedra.bethmardutho.org/api/word/53436.json'}]",adjective,,Greek,κέδρινος
414,24365,"{'id': 27064, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27064.json'}",ܐܘܢܘܣ ܩܘܝܕܝܛܝܣ,"{'Greek': ['οἷνος κονυζίτης'], 'English': ['wine flavored with fleabane']}",{'Greek': ['κόνυζα']},,"[{'id': 53438, 'uri': 'https://sedra.bethmardutho.org/api/word/53438.json'}]",noun,,Greek,κόνυζα
415,24366,"{'id': 27065, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27065.json'}",ܐܘܢܘܣ ܩܘܪܝܛܝܣ,"{'Greek': ['οἷνος ἀκορίτης'], 'English': ['wine flavored with Iris Pseudacorus']}",{'Greek': ['ἄκορον']},,"[{'id': 53439, 'uri': 'https://sedra.bethmardutho.org/api/word/53439.json'}]",noun,,Greek,ἄκορον
416,24367,"{'id': 27066, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27066.json'}",ܐܘܢܘܣ ܪܝܛܝܢܝܣ,"{'Greek': ['οἷνος ῥητίνης'], 'English': ['wine flavored with the resin of the pine']}",{'Greek': ['ῥητίνη']},,"[{'id': 48830, 'uri': 'https://sedra.bethmardutho.org/api/word/48830.json'}, {'id': 53440, 'uri': 'https://sedra.bethmardutho.org/api/word/53440.json'}]",noun,,Greek,ῥητίνη
417,24368,"{'id': 27067, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27067.json'}",ܐܘܢܘܣ ܬܘܡܒܪܝܛܘܣ,"{'Greek': ['οἷνος θυμβρίτης'], 'English': ['wine flavoured with savory']}",{'Greek': ['θυμβρίτης']},,"[{'id': 53441, 'uri': 'https://sedra.bethmardutho.org/api/word/53441.json'}]",noun,,Greek,θυμβρίτης
418,24369,"{'id': 27068, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27068.json'}",ܐܘܢܘܣ ܬܘܡܗܠܗܛܝܣ,"{'Greek': ['οἷνος θυμελαΐτης'], 'English': ['wine flavored with Daphne Cnidium']}",{'Greek': ['θυμελαία']},,"[{'id': 53442, 'uri': 'https://sedra.bethmardutho.org/api/word/53442.json'}]",noun,,Greek,θυμελαία
419,24370,"{'id': 27069, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27069.json'}",ܐܘܢܘܣ ܬܘܡܝܛܘܣ,"{'Greek': ['οἷνος θυμίτης'], 'English': ['wine flavoured with thyme']}",{'Greek': ['θυμίτης']},,"[{'id': 53443, 'uri': 'https://sedra.bethmardutho.org/api/word/53443.json'}]",noun,,Greek,θυμίτης
420,24371,"{'id': 27070, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27070.json'}",ܐܘܢܘܣܝܡܐ,{'Greek': ['ὄνοσμα']},{'Greek': ['ὄνοσμα']},,"[{'id': 48808, 'uri': 'https://sedra.bethmardutho.org/api/word/48808.json'}, {'id': 53444, 'uri': 'https://sedra.bethmardutho.org/api/word/53444.json'}]",noun,,Greek,ὄνοσμα
421,24372,"{'id': 27071, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27071.json'}",ܐܘܢܘܣܝܣ,{'Greek': ['ονωσις']},{'Greek': [None]},,"[{'id': 53445, 'uri': 'https://sedra.bethmardutho.org/api/word/53445.json'}]",noun,,Greek,None]}
422,24377,"{'id': 27076, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27076.json'}",ܐܘܢܘܪܝܣܡܐ,{'Greek': ['ἀνεύρυσμα']},{'Greek': ['ἀνεύρυσμα']},,"[{'id': 48818, 'uri': 'https://sedra.bethmardutho.org/api/word/48818.json'}, {'id': 53450, 'uri': 'https://sedra.bethmardutho.org/api/word/53450.json'}]",noun,,Greek,ἀνεύρυσμα
423,24379,"{'id': 27078, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27078.json'}",ܐܘܢܛܘܣ,"{'Greek': ['ὄντως'], 'English': ['(sum), really, actually, verily']}",{'Greek': ['ὄντως']},,"[{'id': 53452, 'uri': 'https://sedra.bethmardutho.org/api/word/53452.json'}]",adverb,,Greek,ὄντως
424,24380,"{'id': 27079, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27079.json'}",ܐܘܢܝܐ,{'Greek': ['εὔνια (misspelled in Payne Smith)']},{'Greek': ['εὔνοια']},,"[{'id': 48815, 'uri': 'https://sedra.bethmardutho.org/api/word/48815.json'}, {'id': 53453, 'uri': 'https://sedra.bethmardutho.org/api/word/53453.json'}]",noun,,Greek,εὔνοια
426,24386,"{'id': 27085, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27085.json'}",ܐܘܢܝܢܬܝ,{'Greek': ['οἰνάνθη']},{'Greek': ['οἰνάνθη']},,"[{'id': 53459, 'uri': 'https://sedra.bethmardutho.org/api/word/53459.json'}]",noun,,Greek,οἰνάνθη
427,24383,"{'id': 27082, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27082.json'}",ܐܘܢܝܣܩܘܣ,"{'Greek': ['ὀνίσκος'], 'English': ['a sea-fish of the gadus or cod kind, woodlouse, windlass, crane']}",{'Greek': ['ὀνίσκος']},,"[{'id': 53456, 'uri': 'https://sedra.bethmardutho.org/api/word/53456.json'}]",noun,,Greek,ὀνίσκος
428,24382,"{'id': 27081, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27081.json'}",ܐܘܢܝܬܝܣ,"{'Greek': ['ὀνῖτις'], 'English': ['pot marjoram, Origanum Onites']}",{'Greek': ['ὀνῖτις']},,"[{'id': 53455, 'uri': 'https://sedra.bethmardutho.org/api/word/53455.json'}]",noun,,Greek,ὀνῖτις
430,24389,"{'id': 27088, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27088.json'}",ܐܘܢܟܣܐ,"{'Greek': ['εὐνοῦχος'], 'English': ['castrated person, eunuch']}",{'Greek': ['εὐνοῦχος']},,"[{'id': 53462, 'uri': 'https://sedra.bethmardutho.org/api/word/53462.json'}]",noun,,Greek,εὐνοῦχος
431,24390,"{'id': 27089, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27089.json'}",ܐܘܢܡܐ,"{'Greek': ['οὔνομα, ὄνομα'], 'English': ['name']}",{'Greek': ['ὄνομα']},,"[{'id': 53463, 'uri': 'https://sedra.bethmardutho.org/api/word/53463.json'}]",noun,,Greek,ὄνομα
432,24393,"{'id': 27092, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27092.json'}",ܐܘܢܢܬܝܛܝܣ,"{'Greek': ['οἰνανθίτης (οἷνος)'], 'English': ['wine made of wild vine']}",{'Greek': ['οἰνάνθη']},,"[{'id': 53466, 'uri': 'https://sedra.bethmardutho.org/api/word/53466.json'}]",noun,,Greek,οἰνάνθη
433,26395,"{'id': 29196, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29196.json'}",ܐܘܢܢܬܝܣ,{'English': ['wine made from the flowers of the wild vine']},{'Greek': ['οἰνάνθη']},,"[{'id': 55570, 'uri': 'https://sedra.bethmardutho.org/api/word/55570.json'}]",noun,,Greek,οἰνάνθη
434,24396,"{'id': 27095, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27095.json'}",ܐܘܢܩܝܢܪܐ,{'Latin': ['γκινάρα']},{'Greek': ['κυνάρα']},,"[{'id': 53469, 'uri': 'https://sedra.bethmardutho.org/api/word/53469.json'}]",noun,,Greek,κυνάρα
435,24397,"{'id': 27096, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27096.json'}",ܐܘܢܪܝܢ,"{'Greek': ['οἰνάριον'], 'English': ['weak or bad wine']}",{'Greek': ['οἰνάριον']},,"[{'id': 53470, 'uri': 'https://sedra.bethmardutho.org/api/word/53470.json'}]",noun,,Greek,οἰνάριον
436,24398,"{'id': 27097, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27097.json'}",ܐܘܣ,{'Greek': ['ὡς']},{'Greek': ['ὡς']},,"[{'id': 53471, 'uri': 'https://sedra.bethmardutho.org/api/word/53471.json'}]",adverb,,Greek,ὡς
437,24399,"{'id': 27098, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27098.json'}",ܐܘܣܐ,"{'Greek': ['Οὔση, ὄασις']}",{'Greek': ['Ὄασις']},,"[{'id': 53472, 'uri': 'https://sedra.bethmardutho.org/api/word/53472.json'}]",noun,,Greek,Ὄασις
438,24403,"{'id': 27102, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27102.json'}",ܐܘܣܒܐܦܘܢ,"{'Greek': ['ὀξύβαφον'], 'English': ['small vinegar-saucer']}",{'Greek': ['ὀξύβαφον']},,"[{'id': 53476, 'uri': 'https://sedra.bethmardutho.org/api/word/53476.json'}]",noun,,Greek,ὀξύβαφον
439,24407,"{'id': 27106, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27106.json'}",ܐܘܣܒܝܘܣ,"{'Greek': ['εὐσέβιος'], 'English': ['pious, religious']}",{'Greek': ['εὐσεβής']},,"[{'id': 53480, 'uri': 'https://sedra.bethmardutho.org/api/word/53480.json'}]",adjective,,Greek,εὐσεβής
440,24412,"{'id': 27111, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27111.json'}",ܐܘܣܛܐ,{'Greek': ['ὀστᾶ (pl. of ὀστέον)']},{'Greek': ['ὀστέον']},,"[{'id': 53485, 'uri': 'https://sedra.bethmardutho.org/api/word/53485.json'}]",noun,,Greek,ὀστέον
441,24413,"{'id': 27112, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27112.json'}",ܐܘܣܛܐܝܩܐ,"{'Greek': ['Στωικοί (pl. of Στωικός)'], 'Latin': ['Stoici'], 'English': ['οf or belonging to the Stoic philosophy or to the Stoics, Stoic']}",{'Greek': ['στωικός']},,"[{'id': 53486, 'uri': 'https://sedra.bethmardutho.org/api/word/53486.json'}]",adjective,,Greek,στωικός
442,24414,"{'id': 27113, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27113.json'}",ܐܘܣܛܐܬܝܐ,"{'Greek': ['εὐσταθία, εὐστάθεια'], 'English': ['stability, tranquillity']}",{'Greek': ['εὐστάθεια']},,"[{'id': 53487, 'uri': 'https://sedra.bethmardutho.org/api/word/53487.json'}]",noun,,Greek,εὐστάθεια
443,24416,"{'id': 27115, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27115.json'}",ܐܘܣܛܕܝܘܢ,{'Greek': ['στάδιον']},{'Greek': ['στάδιον']},,"[{'id': 53489, 'uri': 'https://sedra.bethmardutho.org/api/word/53489.json'}]",noun,,Greek,στάδιον
444,24417,"{'id': 27116, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27116.json'}",ܐܘܣܛܗܪܝܐ,"{'Greek': ['ὄστρεα (pl. of ὄστρεον)'], 'English': ['oysters']}",{'Greek': ['ὄστρεον']},,"[{'id': 53490, 'uri': 'https://sedra.bethmardutho.org/api/word/53490.json'}]",noun,,Greek,ὄστρεον
445,24418,"{'id': 27117, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27117.json'}",ܐܘܣܛܘܢ,"{'Greek': ['ὀστέον, ὀστοῦν']}",{'Greek': ['ὀστέον']},,"[{'id': 53491, 'uri': 'https://sedra.bethmardutho.org/api/word/53491.json'}]",noun,,Greek,ὀστέον
446,30091,"{'id': 32966, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/32966.json'}",ܐܘܣܛܘܪܐܘܢ,{'English': ['purple dye']},{'Greek': ['ὄστρεον']},,"[{'id': 59340, 'uri': 'https://sedra.bethmardutho.org/api/word/59340.json'}]",noun,,Greek,ὄστρεον
447,24419,"{'id': 27118, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27118.json'}",ܐܘܣܛܝܐ,{'Greek': ['ἀσωτία']},{'Greek': ['ἀσωτία']},,"[{'id': 53492, 'uri': 'https://sedra.bethmardutho.org/api/word/53492.json'}]",noun,,Greek,ἀσωτία
448,24422,"{'id': 27121, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27121.json'}",ܐܘܣܛܠܐ,"{'Greek': ['στολή'], 'Latin': ['stola, pallium'], 'English': [""garment, robe, a woman's upper garment, long robe, gown, stole""]}",{'Greek': ['στολή']},,"[{'id': 53495, 'uri': 'https://sedra.bethmardutho.org/api/word/53495.json'}]",noun,,Greek,στολή
449,24424,"{'id': 27123, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27123.json'}",ܐܘܣܛܪܐܦܘܢ,{'Greek': ['ὄστραπον (corrupted form of ὄστρακον)']},{'Greek': ['ὄστρακον']},,"[{'id': 53497, 'uri': 'https://sedra.bethmardutho.org/api/word/53497.json'}]",noun,,Greek,ὄστρακον
450,24425,"{'id': 27124, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27124.json'}",ܐܘܣܛܪܐܩܘܢ,{'Greek': ['ὄστρακον']},{'Greek': ['ὄστρακον']},,"[{'id': 53498, 'uri': 'https://sedra.bethmardutho.org/api/word/53498.json'}]",noun,,Greek,ὄστρακον
451,24426,"{'id': 27125, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27125.json'}",ܐܘܣܛܪܩܐ,{'Greek': ['ὄστρακα (pl. of ὄστρακον)']},{'Greek': ['ὄστρακον']},,"[{'id': 53499, 'uri': 'https://sedra.bethmardutho.org/api/word/53499.json'}]",noun,,Greek,ὄστρακον
452,24427,"{'id': 27126, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27126.json'}",ܐܘܣܛܪܩܘܢ,{'Greek': ['ὄστρακον']},{'Greek': ['ὄστρακον']},,"[{'id': 53500, 'uri': 'https://sedra.bethmardutho.org/api/word/53500.json'}]",noun,,Greek,ὄστρακον
453,6420,"{'id': 7513, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/7513.json'}",ܐܘܣܝܐ,"{'Greek': ['οὐσία', 'οὐσία'], 'English': ['substance, essence', 'essence, substance, being', 'property, wealth.', 'substance, essence'], 'Arabic': ['جوهر، ذات', 'أرزاق'], 'French': ['essence, substance', 'biens']}","{'Greek': ['οὐσία', 'οὐσία']}",,"[{'id': 36679, 'uri': 'https://sedra.bethmardutho.org/api/word/36679.json'}, {'id': 53503, 'uri': 'https://sedra.bethmardutho.org/api/word/53503.json'}, {'id': 53507, 'uri': 'https://sedra.bethmardutho.org/api/word/53507.json'}]",noun,,Greek,"οὐσία, οὐσία"
455,10964,"{'id': 12081, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/12081.json'}",ܐܘܣܝܐܝܬ,"{'English': ['essentially, belonging to the same essence.', 'essentially, substantially, really'], 'Greek': ['οὐσιωδῶς']}",{'Greek': ['οὐσιώδης']},,"[{'id': 37806, 'uri': 'https://sedra.bethmardutho.org/api/word/37806.json'}, {'id': 53504, 'uri': 'https://sedra.bethmardutho.org/api/word/53504.json'}]",noun,,Greek,οὐσιώδης
456,24432,"{'id': 27135, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27135.json'}",ܐܘܣܝܘܛܝܛܘܣ,"{'Greek': ['ὁσιώτατος'], 'English': ['most pious, devout, religious']}",{'Greek': ['ὅσιος']},,"[{'id': 53509, 'uri': 'https://sedra.bethmardutho.org/api/word/53509.json'}]",adjective,,Greek,ὅσιος
457,24433,"{'id': 27136, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27136.json'}",ܐܘܣܝܘܣ,"{'Greek': ['ὅσιος'], 'English': ['pious, devout, religious (male)']}",{'Greek': ['ὅσιος']},,"[{'id': 53510, 'uri': 'https://sedra.bethmardutho.org/api/word/53510.json'}, {'id': 53566, 'uri': 'https://sedra.bethmardutho.org/api/word/53566.json'}]",adjective,,Greek,ὅσιος
458,9464,"{'id': 10571, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/10571.json'}",ܐܘܣܝܝܐ,"{'English': ['of the essence, essential.', 'essential, substantial, real'], 'Greek': ['οὐσιώδης']}",{'Greek': ['οὐσιώδης']},,"[{'id': 34167, 'uri': 'https://sedra.bethmardutho.org/api/word/34167.json'}, {'id': 53505, 'uri': 'https://sedra.bethmardutho.org/api/word/53505.json'}]",noun,,Greek,οὐσιώδης
459,24430,"{'id': 27132, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27132.json'}",ܐܘܣܝܝܐܝܬ,"{'Greek': ['ουσιωδῶς'], 'English': ['essentially, substantially, really']}",{'Greek': ['οὐσιώδης']},,"[{'id': 53506, 'uri': 'https://sedra.bethmardutho.org/api/word/53506.json'}]",adverb,,Greek,οὐσιώδης
460,24434,"{'id': 27137, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27137.json'}",ܐܘܣܝܦܘܢ,"{'Greek': ['οἴσυπος'], 'English': [""the grease extracted from sheep's wool, the refuse of wool, wool-washings (a cosmetic)""]}",{'Greek': ['οἰσύπη']},,"[{'id': 53511, 'uri': 'https://sedra.bethmardutho.org/api/word/53511.json'}]",noun,,Greek,οἰσύπη
461,24435,"{'id': 27138, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27138.json'}",ܐܘܣܝܪܝܣ,"{'Greek': ['ὄσυρις', 'Ὄσιρις'], 'Latin': ['osyris'], 'English': ['a plant, prob. the broom-like goose-foot or summer cypress', 'Osiris']}","{'Greek': ['Ὄσιρις'], 'Latin': ['osyris']}",,"[{'id': 53512, 'uri': 'https://sedra.bethmardutho.org/api/word/53512.json'}, {'id': 53513, 'uri': 'https://sedra.bethmardutho.org/api/word/53513.json'}]",noun,,Greek,"Ὄσιρις], Latin"
462,24436,"{'id': 27140, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27140.json'}",ܐܘܣܣܦܘܢ,"{'Greek': ['ὕσσωπος'], 'English': ['hyssop, Origanum hirtum']}",{'Greek': ['ὕσσωπος']},,"[{'id': 53514, 'uri': 'https://sedra.bethmardutho.org/api/word/53514.json'}]",noun,,Greek,ὕσσωπος
463,24437,"{'id': 27141, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27141.json'}",ܐܘܣܦܐܣܡܝܣ,"{'Greek': ['σπασμός'], 'English': ['convulsion, spasm']}",{'Greek': ['σπασμός']},,"[{'id': 53515, 'uri': 'https://sedra.bethmardutho.org/api/word/53515.json'}]",noun,,Greek,σπασμός
464,25645,"{'id': 28394, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/28394.json'}",ܐܘܣܦܘܐܡܘܣ,"{'Greek': ['ὑοσκύαμος'], 'English': ['henbane, Hyoscyamus niger']}",{'Greek': ['ὑοσκύαμος']},,"[{'id': 54768, 'uri': 'https://sedra.bethmardutho.org/api/word/54768.json'}]",noun,,Greek,ὑοσκύαμος
465,24438,"{'id': 27142, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27142.json'}",ܐܘܣܦܪܐ,{'Greek': ['σφαῖρα']},{'Greek': ['σφαῖρα']},,"[{'id': 53516, 'uri': 'https://sedra.bethmardutho.org/api/word/53516.json'}]",noun,,Greek,σφαῖρα
466,24439,"{'id': 27143, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27143.json'}",ܐܘܣܦܪܓܝܣ,"{'Greek': ['σφραγίς'], 'English': ['seal, signet']}",{'Greek': ['σφραγίς']},,"[{'id': 53517, 'uri': 'https://sedra.bethmardutho.org/api/word/53517.json'}]",noun,,Greek,σφραγίς
467,24441,"{'id': 27145, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27145.json'}",ܐܘܦܐܘܛܪܝܘܢ,"{'Greek': ['εὐπατόριον, agrimony'], 'Latin': ['Agrimonia Eupatorium']}",{'Greek': ['εὐπατόριον']},,"[{'id': 53519, 'uri': 'https://sedra.bethmardutho.org/api/word/53519.json'}]",noun,,Greek,εὐπατόριον
468,24442,"{'id': 27146, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27146.json'}",ܐܘܦܐܛܘܣ,"{'Greek': ['ὕπατος'], 'English': ['highest, uppermost']}",{'Greek': ['ὕπατος']},,"[{'id': 48855, 'uri': 'https://sedra.bethmardutho.org/api/word/48855.json'}, {'id': 53520, 'uri': 'https://sedra.bethmardutho.org/api/word/53520.json'}]",noun,,Greek,ὕπατος
470,24444,"{'id': 27148, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27148.json'}",ܐܘܦܐܛܝܣܐ,"{'Greek': ['ὑπάτισσα'], 'English': ['the wife of the consul']}",{'Greek': ['ὕπατος']},,"[{'id': 53522, 'uri': 'https://sedra.bethmardutho.org/api/word/53522.json'}]",noun,,Greek,ὕπατος
471,26399,"{'id': 29200, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29200.json'}",ܐܘܦܐܢ,{'English': ['an accent']},{'Greek': ['ὑφέν']},,"[{'id': 55574, 'uri': 'https://sedra.bethmardutho.org/api/word/55574.json'}]",noun,,Greek,ὑφέν
472,26400,"{'id': 29201, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29201.json'}",ܐܘܦܐܢܛܐܣܝܣ,{'English': ['the meeting of Simeon with our Lord in the temple']},{'Greek': ['ὑπάντησις']},,"[{'id': 55575, 'uri': 'https://sedra.bethmardutho.org/api/word/55575.json'}]",noun,,Greek,ὑπάντησις
473,24445,"{'id': 27149, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27149.json'}",ܐܘܦܐܣܦܓܡܐ,"{'Greek': ['ὑπόσφαγμα'], 'English': ['the blood of an animal mixed with various ingredients', 'a suffusion of blood in the eye from a blow', 'the ink of the cuttle-fish']}",{'Greek': ['ὑπόσφαγμα']},,"[{'id': 48853, 'uri': 'https://sedra.bethmardutho.org/api/word/48853.json'}, {'id': 53523, 'uri': 'https://sedra.bethmardutho.org/api/word/53523.json'}]",noun,,Greek,ὑπόσφαγμα
474,24446,"{'id': 27150, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27150.json'}",ܐܘܦܐܦܐܐ,"{'Greek': ['ὑπόπυος'], 'English': ['tending to suppuration,']}",{'Greek': ['ὑπόπυος']},,"[{'id': 48882, 'uri': 'https://sedra.bethmardutho.org/api/word/48882.json'}, {'id': 53524, 'uri': 'https://sedra.bethmardutho.org/api/word/53524.json'}]",noun,,Greek,ὑπόπυος
475,24447,"{'id': 27151, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27151.json'}",ܐܘܦܐܦܢܟܣ,"{'Greek': ['ὀποπάναξ'], 'English': [""gum of Opopanax hispidus, Hercules' woundwort""]}",{'Greek': ['ὀποπάναξ']},,"[{'id': 53525, 'uri': 'https://sedra.bethmardutho.org/api/word/53525.json'}]",noun,,Greek,ὀποπάναξ
476,24448,"{'id': 27152, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27152.json'}",ܐܘܦܐܩܝܢܘܢ,"{'Greek': ['ὀμφάκινον'], 'English': ['made from unripe grapes or olives']}",{'Greek': ['ὀμφάκινος']},,"[{'id': 48854, 'uri': 'https://sedra.bethmardutho.org/api/word/48854.json'}, {'id': 53526, 'uri': 'https://sedra.bethmardutho.org/api/word/53526.json'}]",noun,,Greek,ὀμφάκινος
477,24449,"{'id': 27153, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/27153.json'}",ܐܘܦܐܪܝܦܛܘܢ,{'Greek': ['ὁ περιπατῶν']},{'Greek': ['περιπατέω']},,"[{'id': 53527, 'uri': 'https://sedra.bethmardutho.org/api/word/53527.json'}]",adjective,,Greek,περιπατέω
